Ticker;Company;Currency;Price;Raw Price;EMA20;EMA50;EMA100;EMA200;Distance EMA20 %;Distance EMA50 %;1D %;1W %;1M %;3M %;6M %;RSI;52W High;52W High Raw;52W Low Raw;Distance 52W High %;Distance 52W Low %;Volatility 30D %;Beta;Volume Signal;RVOL;Volume Trend 10D;Dividend Yield %;Dividend Rate;Ex Dividend Date;Last Dividend Date;Next Earnings Date;Stop Loss Idea;Market Cap;Market Cap Class;Forward PE;Trailing PE;PEG Ratio;Revenue Growth;Revenue Growth Raw;Earnings Growth;Earnings Growth Raw;Profit Margin;Profit Margin Raw;Debt To Equity;Free Cashflow;Free Cashflow Raw;Operating Cashflow;Operating Cashflow Raw;Fundamental Score;Fundamental Rating;Fundamental Data Points;Fundamental Data Quality;Fundamental Pros;Fundamental Cons;Risk Level;Turnaround Candidate;Early Signal Score;Early Signal Label;Early Signal Details;Score;Rating;Reason;Sector;Industry;Liquidity;Exchange;Avg Dollar Volume;Relative Strength 1M;Relative Strength 3M;RS Percentile;RS Rating;Sector Avg 1M %;Market RS 1M;Market RS 3M;Smart Money Score;Smart Money Signal;Smart Money Details;Insider Buys 6M;Insider Sells 6M;Insider Net Value;Institutional %;Short % Float;Short Ratio;Swing Score;Swing Tier
SLDP;Solid Power, Inc.;USD;2.35 USD;2.35;2.26 USD;2.5 USD;2.87 USD;3.33 USD;3.9;-6.08;0.86;10.33;1.29;-29.75;-47.54;51.75;8.51 USD;8.51;2.0;-72.39;17.5;4.0;1.936;NORMAL;1.08;0.65;0.0%;-;-;-;03.11.2026;2.45 USD;536225824.0;Small Cap;-5.22;-;-;-;-;-;-;0.0%;0.0;1.54;-44.83 Mio.;-44831876.0;-59.83 Mio.;-59832000.0;1;WEAK;4;OK;Verschuldung moderat;Negative Gewinnmarge | Free Cashflow negativ;MEDIUM RISK;NO;7;STARKES EARLY SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone | Bodenbildung: nahe 52W-Tief mit positiver Kursdrehung | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;4;PRE-BREAKOUT;über EMA20, 1M positiv, Early: STARKES EARLY SIGNAL, Fundamentaldaten schwach;CONSUMER CYCLICAL;Auto Parts;HOCH;NMS;11976401.0;1.33;-28.92;53.1;🟡 Durchschnittlich;-0.04;-1.1;-35.36;0;⚪ Neutral;erhöhte Shortquote (11.3% Float) -> Squeeze-Kontext;0;0;;45.5;11.27;5.57;43.9;🟡 Beobachten
SCHW;Charles Schwab Corporation (The;USD;107.99 USD;107.99;104.21 USD;99.72 USD;97.08 USD;95.93 USD;3.63;8.29;0.36;2.0;4.72;17.61;4.64;70.13;108.02 USD;108.02;85.35;-0.03;26.53;1.38;0.75;NORMAL;0.81;2.64;1.19%;1.28 USD;14.08.2026;08.05.2026;15.10.2026;97.72 USD;186750959616.0;Large Cap;13.84;19.67;1.08;20.9%;0.21;42.6%;0.43;38.79%;0.39;151.11;-;-;11.42 Mrd.;11416999936.0;6;SOLID;7;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Dividende vorhanden;-;LOW RISK;NO;2;-;EMA50 dreht nach oben | Mögliche Bodenbildung nahe 52W-Tief;7;STRONG BUY;über EMA20, über EMA50, über EMA200, 1M positiv, fundamental solide;FINANCIALS;Capital Markets;HOCH;NYQ;1137746139.0;2.82;8.94;60.9;🔵 Überdurchschnittlich;1.9;2.33;12.0;0;⚪ Nicht geprüft;-;0;0;;;;;43.8;🟡 Beobachten
NEM.DE;Nemetschek SE                 I;EUR;60.25 EUR;60.25;58.54 EUR;58.62 EUR;61.67 EUR;67.69 EUR;2.93;2.78;-1.07;5.24;7.21;-1.94;-15.54;54.32;123.77 EUR;123.77;52.05;-51.32;15.75;4.27;0.515;LOW;0.09;-15.42;1.13%;0.68 EUR;22.05.2026;22.05.2026;30.07.2026;57.45 EUR;6953379840.0;Mid Cap;20.9;28.29;1.52;13.0%;0.13;26.7%;0.27;19.57%;0.2;52.06;323.81 Mio.;323806368.0;378.54 Mio.;378536000.0;8;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;-;LOW RISK;YES;6;EARLY SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | EMA50 dreht nach oben | RSI erholt sich aus überverkaufter Zone | Mögliche Bodenbildung nahe 52W-Tief;5;PRE-BREAKOUT;über EMA20, über EMA50, 1M positiv, mögliche Trendwende, Early: EARLY SIGNAL, fundamental solide;SOFTWARE;Software - Application;HOCH;GER;17477023.0;-4.83;-24.84;37.5;🟡 Durchschnittlich;12.04;4.82;-7.55;0;⚪ Keine Daten;-;0;0;;28.97;;;43.8;🟡 Beobachten
CVNA;Carvana Co.;USD;74.16 USD;74.16;67.18 USD;67.38 USD;68.78 USD;70.43 USD;10.38;10.06;4.67;12.14;12.65;-4.77;-7.56;62.6;95.69 USD;95.69;56.26;-22.5;31.83;3.67;3.488;NORMAL;1.11;9.9;0.0%;-;-;-;28.10.2026;66.04 USD;110355447808.0;Large Cap;32.93;37.45;-;52.4%;0.52;61.5%;0.61;6.26%;0.06;110.88;424.38 Mio.;424375008.0;1.12 Mrd.;1120000000.0;3;MIXED;7;OK;Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv;-;MEDIUM RISK;NO;2;-;EMA50 dreht nach oben | Mögliche Bodenbildung nahe 52W-Tief;6;BUY;über EMA20, über EMA50, über EMA200, 1M positiv;CONSUMER CYCLICAL;Auto & Truck Dealerships;HOCH;NYQ;805777693.0;12.69;-3.94;85.9;🟢 Top-Performer im Sektor;-0.04;10.26;-10.38;0;⚪ Nicht geprüft;-;0;0;;;;;43.8;🟡 Beobachten
UEC;Uranium Energy Corp.;USD;11.38 USD;11.38;10.33 USD;10.96 USD;11.96 USD;12.7 USD;10.15;3.85;1.07;14.14;8.07;-27.84;-33.99;61.31;20.14 USD;20.14;9.04;-43.5;25.88;3.6;1.208;NORMAL;0.82;1.98;0.0%;-;-;-;24.09.2026;10.74 USD;5578712576.0;Mid Cap;-126.44;-;1.37;-;-;-;-;0.0%;0.0;0.14;-82.07 Mio.;-82066752.0;-113.51 Mio.;-113513000.0;2;WEAK;5;OK;PEG Ratio attraktiv | Verschuldung moderat;Negative Gewinnmarge | Free Cashflow negativ;LOW RISK;YES;2;-;Mögliche Bodenbildung nahe 52W-Tief | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;5;TURNAROUND;über EMA20, über EMA50, 1M positiv, mögliche Trendwende, Fundamentaldaten schwach;URANIUM;Uranium;HOCH;ASE;112920986.0;-1.91;-5.91;77.8;🔵 Überdurchschnittlich;9.98;5.68;-33.45;0;⚪ Nicht geprüft;-;0;0;;;;;43.8;🟡 Beobachten
WYNN;Wynn Resorts, Limited;USD;102.5 USD;102.5;99.51 USD;99.99 USD;102.19 USD;105.64 USD;3.01;2.51;-0.04;4.21;2.74;-4.46;-4.15;59.94;132.45 USD;132.45;94.37;-22.61;8.62;1.48;1.005;NORMAL;0.75;5.05;0.98%;1.0 USD;14.08.2026;18.05.2026;04.08.2026;97.99 USD;10554823680.0;Large Cap;19.73;24.58;0.76;6.9%;0.07;106.1%;1.06;6.05%;0.06;-;476.19 Mio.;476188864.0;1.46 Mrd.;1459197056.0;6;SOLID;7;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Dividende vorhanden;-;LOW RISK;NO;4;MÖGLICHES SIGNAL;Leichte Vol.-Erhöhung in Seitwärtsphase | EMA50 dreht nach oben | Bodenbildung: nahe 52W-Tief mit positiver Kursdrehung;5;BUY;über EMA20, über EMA50, 1M positiv, Early: MÖGLICHES SIGNAL, fundamental solide;CONSUMER CYCLICAL;Resorts & Casinos;HOCH;NMS;153567755.0;2.78;-3.63;57.8;🟡 Durchschnittlich;-0.04;0.35;-10.07;0;⚪ Nicht geprüft;-;0;0;;;;;43.8;🟡 Beobachten
NOVT;Novanta Inc.;USD;163.86 USD;163.86;152.23 USD;150.57 USD;145.97 USD;139.61 USD;7.64;8.83;-1.51;10.46;4.6;17.97;21.79;61.37;168.59 USD;168.59;99.22;-2.81;65.15;3.4;1.676;NORMAL;0.76;8.49;0.0%;-;-;-;03.11.2026;147.55 USD;6196819456.0;Mid Cap;37.53;105.04;-;10.3%;0.1;150.0%;1.5;6.0%;0.06;17.67;118.38 Mio.;118383248.0;133.84 Mio.;133840000.0;4;MIXED;7;OK;Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Verschuldung moderat;KGV sehr hoch;LOW RISK;NO;1;-;EMA50 dreht nach oben;8;STRONG BUY;über EMA20, über EMA50, über EMA200, 1M positiv;TECHNOLOGY;Scientific & Technical Instruments;HOCH;NMS;89189490.0;3.35;15.39;62.2;🔵 Überdurchschnittlich;1.25;2.21;12.36;0;⚪ Nicht geprüft;-;0;0;;;;;43.7;🟡 Beobachten
BKR;Baker Hughes Company;USD;64.07 USD;64.07;59.76 USD;59.56 USD;59.48 USD;58.02 USD;7.2;7.58;4.09;5.75;11.72;-3.55;15.57;67.23;69.18 USD;69.18;41.86;-7.39;53.07;2.2;0.959;LOW;0.58;-2.04;1.44%;0.92 USD;07.08.2026;07.08.2026;22.10.2026;58.37 USD;63600627712.0;Large Cap;20.25;20.6;2.12;-2.4%;-0.02;-4.2%;-0.04;11.17%;0.11;80.92;4.42 Mrd.;4415000064.0;4.44 Mrd.;4435999744.0;5;SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;Umsatzwachstum negativ | Gewinnwachstum negativ;LOW RISK;NO;1;-;EMA50 dreht nach oben;8;STRONG BUY;über EMA20, über EMA50, über EMA200, 1M positiv, fundamental solide;ENERGY;Oil & Gas Equipment & Services;HOCH;NMS;555478186.0;1.58;-7.91;62.1;🔵 Überdurchschnittlich;10.14;9.33;-9.16;0;⚪ Nicht geprüft;-;0;0;;;;;43.6;🟡 Beobachten
LMT;Lockheed Martin Corporation;USD;603.16 USD;603.16;565.88 USD;548.77 USD;547.61 USD;544.33 USD;6.59;9.91;2.59;2.88;15.28;18.05;-3.77;70.33;672.3 USD;672.3;415.07;-10.28;45.32;2.42;0.11;NORMAL;0.95;1.55;2.29%;13.8 USD;01.09.2026;01.06.2026;20.10.2026;537.79 USD;139203739648.0;Large Cap;18.44;21.69;1.22;10.5%;0.1;443.8%;4.44;8.16%;0.08;234.24;5.56 Mrd.;5562625024.0;10.4 Mrd.;10401999872.0;6;SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Dividende vorhanden;Verschuldung hoch;LOW RISK;NO;1;-;EMA50 dreht nach oben;7;STRONG BUY;über EMA20, über EMA50, über EMA200, 1M positiv, fundamental solide;DEFENSE;Aerospace & Defense;HOCH;NYQ;754925310.0;-648.05;-169.94;70.2;🔵 Überdurchschnittlich;663.33;12.89;12.44;0;⚪ Nicht geprüft;-;0;0;;;;;43.6;🟡 Beobachten
ZYME;Zymeworks Inc.;USD;24.16 USD;24.16;23.43 USD;24.0 USD;24.23 USD;23.88 USD;3.11;0.69;2.63;10.77;-6.65;-12.5;7.23;54.23;28.56 USD;28.56;12.44;-15.41;94.21;2.96;1.149;HIGH;1.89;11.11;0.0%;-;-;-;05.11.2026;23.52 USD;1714375168.0;Small Cap;17.35;-;-;-90.6%;-0.91;-;-;0.0%;0.0;19.92;-65.06 Mio.;-65060124.0;-119.34 Mio.;-119337000.0;2;WEAK;5;OK;Forward KGV im gesunden Bereich | Verschuldung moderat;Umsatzwachstum negativ | Negative Gewinnmarge | Free Cashflow negativ;LOW RISK;NO;4;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone;6;BUY;über EMA20, über EMA50, über EMA200, hohes Volumen, Early: MÖGLICHES SIGNAL, Fundamentaldaten schwach;BIOTECH;Biotechnology;HOCH;NMS;14676451.0;-6.18;-32.27;48.5;🟡 Durchschnittlich;-0.47;-9.04;-18.11;0;⚪ Nicht geprüft;-;0;0;;;;;43.5;🟡 Beobachten
CVX;Chevron Corporation;USD;194.91 USD;194.91;188.56 USD;185.58 USD;183.43 USD;179.05 USD;3.37;5.03;4.48;0.9;10.49;6.23;12.28;59.41;209.23 USD;209.23;144.01;-6.85;35.35;1.79;0.488;HIGH;1.74;11.29;3.65%;7.12 USD;19.08.2026;19.05.2026;30.10.2026;181.87 USD;382336106496.0;Mega Cap;15.03;17.95;0.75;53.5%;0.54;321.9%;3.22;9.83%;0.1;18.96;21.93 Mrd.;21934000128.0;45.32 Mrd.;45320998912.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;-;LOW RISK;NO;2;-;Leichte Vol.-Erhöhung in Seitwärtsphase | EMA50 dreht nach oben;8;STRONG BUY;über EMA20, über EMA50, über EMA200, 1M positiv, hohes Volumen, fundamental solide;ENERGY;Oil & Gas Integrated;HOCH;NYQ;1754433248.0;0.35;1.87;51.7;🟡 Durchschnittlich;10.14;8.1;0.62;0;⚪ Nicht geprüft;-;0;0;;;;;43.5;🟡 Beobachten
IOVA;Iovance Biotherapeutics, Inc.;USD;6.4 USD;6.4;5.0 USD;4.56 USD;4.16 USD;3.75 USD;28.01;40.47;0.95;48.15;51.3;56.48;150.98;71.21;6.4 USD;6.4;1.81;0.0;253.59;9.8;0.701;NORMAL;0.84;34.96;0.0%;-;-;-;05.11.2026;4.47 USD;2899017216.0;Mid Cap;-24.07;-;-;65.7%;0.66;-;-;-89.09%;-0.89;6.25;-187.79 Mio.;-187794752.0;-264.18 Mio.;-264182000.0;2;WEAK;5;OK;Umsatzwachstum positiv | Verschuldung moderat;Negative Gewinnmarge | Free Cashflow negativ;HIGH RISK;NO;3;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | EMA50 dreht nach oben;7;WATCH - OVERBOUGHT;über EMA20, über EMA50, über EMA200, 1M positiv, kurzfristig heiß gelaufen, hohes Risiko, Early: MÖGLICHES SIGNAL, Fundamentaldaten schwach;BIOTECH;Biotechnology;HOCH;NGM;100979174.0;51.77;36.71;100.0;🟢 Top-Performer im Sektor;-0.47;48.91;50.87;0;⚪ Nicht geprüft;-;0;0;;;;;43.5;🟡 Beobachten
VAL;Valaris Limited;USD;85.55 USD;85.55;78.4 USD;81.1 USD;82.66 USD;79.91 USD;9.12;5.48;8.59;11.36;10.29;-7.81;48.19;63.38;113.42 USD;113.42;44.25;-24.57;93.33;2.86;0.932;HIGH;1.95;27.81;0.0%;-;-;-;28.10.2026;79.48 USD;5940233728.0;Mid Cap;11.53;6.45;-;-12.4%;-0.12;-55.3%;-0.55;43.95%;0.44;36.22;79.72 Mio.;79725000.0;358.4 Mio.;358400000.0;5;SOLID;7;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat;Umsatzwachstum negativ | Gewinnwachstum negativ;LOW RISK;NO;3;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;7;STRONG BUY;über EMA20, über EMA50, über EMA200, 1M positiv, hohes Volumen, Early: MÖGLICHES SIGNAL, fundamental solide;ENERGY;Oil & Gas Drilling;HOCH;NYQ;80949891.0;0.15;-12.17;50.0;🟡 Durchschnittlich;10.14;7.9;-13.42;0;⚪ Nicht geprüft;-;0;0;;;;;43.5;🟡 Beobachten
HG.CN;HydrographCP;CAD;7.05 CAD;7.05;5.58 CAD;5.75 CAD;5.85 CAD;5.52 CAD;26.27;22.63;4.6;37.7;57.72;-0.28;107.35;67.14;11.2 CAD;11.2;1.56;-37.05;351.92;7.96;2.114;HIGH;1.77;42.57;0.0%;-;-;-;28.08.2026;5.63 CAD;2471563520.0;Mid Cap;-;-;-;125.4%;1.25;-;-;0.0%;0.0;3.11;-5.36 Mio.;-5359696.0;-7.61 Mio.;-7605157.0;2;WEAK;4;OK;Umsatzwachstum positiv | Verschuldung moderat;Negative Gewinnmarge | Free Cashflow negativ;HIGH RISK;NO;3;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | EMA50 dreht nach oben;7;WATCH - OVERBOUGHT;über EMA20, über EMA50, über EMA200, 1M positiv, kurzfristig heiß gelaufen, hohes Volumen, hohes Risiko, Early: MÖGLICHES SIGNAL, Fundamentaldaten schwach;MATERIALS;Specialty Chemicals;MITTEL;CNQ;4166684.0;52.98;11.64;100.0;🟢 Top-Performer im Sektor;4.74;55.33;-5.89;0;⚪ Nicht geprüft;-;0;0;;;;;43.5;🟡 Beobachten
KEYS;Keysight Technologies Inc.;USD;335.41 USD;335.41;326.95 USD;328.19 USD;318.21 USD;295.43 USD;2.59;2.2;-1.63;4.2;4.15;-8.53;55.05;54.46;373.34 USD;373.34;158.51;-10.16;111.6;2.85;1.21;NORMAL;0.72;-1.83;0.0%;-;-;-;18.08.2026;321.63 USD;57320013824.0;Large Cap;28.14;54.01;1.22;31.5%;0.32;35.6%;0.36;17.31%;0.17;43.64;1.09 Mrd.;1085750016.0;1.49 Mrd.;1488999936.0;6;SOLID;8;GOOD;PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat;KGV sehr hoch;LOW RISK;NO;2;-;EMA50 dreht nach oben | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;7;STRONG BUY;über EMA20, über EMA50, über EMA200, 1M positiv, fundamental solide;TECHNOLOGY;Scientific & Technical Instruments;HOCH;NYQ;528618906.0;2.9;-11.11;59.8;🟡 Durchschnittlich;1.25;1.76;-14.14;0;⚪ Nicht geprüft;-;0;0;;;;;43.4;🟡 Beobachten
R3NK.DE;RENK Group AG                 I;EUR;49.28 EUR;49.28;47.79 EUR;47.44 EUR;49.06 EUR;51.7 EUR;3.1;3.87;-1.82;-0.49;13.38;7.66;-6.48;57.02;87.42 EUR;87.42;40.9;-43.64;20.49;2.79;2.228;LOW;0.41;9.01;1.18%;0.58 EUR;11.06.2026;11.06.2026;05.11.2026;46.49 EUR;4927500288.0;Mid Cap;22.56;43.22;-;1.7%;0.02;-51.7%;-0.52;7.17%;0.07;112.55;68.12 Mio.;68115376.0;167.85 Mio.;167850000.0;3;MIXED;7;OK;Forward KGV im gesunden Bereich | Umsatzwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Dividende vorhanden;Gewinnwachstum negativ;LOW RISK;NO;3;MÖGLICHES SIGNAL;EMA50 dreht nach oben | Bodenbildung: nahe 52W-Tief mit positiver Kursdrehung;5;BUY;über EMA20, über EMA50, 1M positiv, Early: MÖGLICHES SIGNAL;DEFENSE;Aerospace & Defense;HOCH;GER;28679777.0;-649.95;-180.33;66.0;🔵 Überdurchschnittlich;663.33;10.99;2.05;0;⚪ Nicht geprüft;-;0;0;;;;;43.3;🟡 Beobachten
SNOW;Snowflake Inc.;USD;334.7 USD;334.7;293.98 USD;262.06 USD;234.93 USD;220.5 USD;13.85;27.72;1.27;8.83;28.02;139.52;73.69;81.71;334.7 USD;334.7;121.11;0.0;176.36;2.07;1.315;NORMAL;0.91;3.11;0.0%;-;-;-;02.09.2026;256.82 USD;116007026688.0;Large Cap;124.02;-;8.35;33.5%;0.34;-;-;-23.79%;-0.24;142.91;1.74 Mrd.;1739497728.0;1.24 Mrd.;1236792064.0;2;WEAK;6;OK;Umsatzwachstum positiv | Free Cashflow positiv;Forward KGV sehr hoch | PEG Ratio hoch | Negative Gewinnmarge;MEDIUM RISK;NO;1;-;EMA50 dreht nach oben;7;WATCH - OVERBOUGHT;über EMA20, über EMA50, über EMA200, 1M positiv, kurzfristig heiß gelaufen, Fundamentaldaten schwach;SOFTWARE;Software - Application;HOCH;NYQ;2564802753.0;15.98;116.62;85.8;🟢 Top-Performer im Sektor;12.04;25.63;133.91;0;⚪ Nicht geprüft;-;0;0;;;;;43.2;🟡 Beobachten
MCD;McDonald's Corporation;USD;273.72 USD;273.72;271.3 USD;274.72 USD;282.24 USD;289.69 USD;0.89;-0.37;-0.28;3.2;-0.32;-3.0;-12.03;52.58;336.88 USD;336.88;262.8;-18.75;4.16;1.49;0.419;NORMAL;0.99;2.05;2.72%;7.44 USD;01.09.2026;02.06.2026;05.11.2026;269.23 USD;193695645696.0;Large Cap;19.56;22.22;2.55;3.7%;0.04;5.7%;0.06;31.72%;0.32;-;6.26 Mrd.;6262374912.0;11.35 Mrd.;11347000320.0;6;SOLID;7;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Dividende vorhanden;-;LOW RISK;NO;6;EARLY SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone | Bodenbildung: nahe 52W-Tief mit positiver Kursdrehung;3;PRE-BREAKOUT;über EMA20, Early: EARLY SIGNAL, fundamental solide;CONSUMER CYCLICAL;Restaurants;HOCH;NYQ;1260803590.0;-0.28;-2.17;45.3;🟡 Durchschnittlich;-0.04;-2.71;-8.61;1;🔵 Leicht positiv;hohe institutionelle Beteiligung;0;0;;77.79;1.8;2.34;43.1;🟡 Beobachten
MA;Mastercard Incorporated;USD;563.17 USD;563.17;554.89 USD;534.2 USD;524.56 USD;525.44 USD;1.49;5.42;0.04;-1.37;6.92;14.68;4.88;59.48;595.25 USD;595.25;470.76;-5.39;19.63;1.51;0.735;NORMAL;0.86;0.57;0.62%;3.48 USD;09.07.2026;09.07.2026;29.10.2026;523.51 USD;493342490624.0;Mega Cap;24.48;30.96;1.72;14.1%;0.14;22.1%;0.22;46.34%;0.46;439.58;16.96 Mrd.;16961250304.0;17.44 Mrd.;17436999680.0;6;SOLID;8;GOOD;Forward KGV im gesunden Bereich | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Dividende vorhanden;Verschuldung hoch;LOW RISK;NO;1;-;EMA50 dreht nach oben;7;STRONG BUY;über EMA20, über EMA50, über EMA200, 1M positiv, fundamental solide;FINANCIALS;Credit Services;HOCH;NYQ;2014420794.0;5.02;6.01;68.8;🔵 Überdurchschnittlich;1.9;4.53;9.07;0;⚪ Nicht geprüft;-;0;0;;;;;43.1;🟡 Beobachten
SPSC;SPS Commerce, Inc.;USD;74.75 USD;74.75;68.37 USD;63.52 USD;63.06 USD;67.17 USD;9.33;17.69;1.87;-1.05;22.84;33.79;-16.26;66.71;115.82 USD;115.82;49.91;-35.46;49.77;3.48;0.487;NORMAL;0.86;10.14;0.0%;-;-;-;29.10.2026;62.25 USD;2691013120.0;Mid Cap;14.04;35.94;4.55;5.6%;0.06;-63.9%;-0.64;10.1%;0.1;0.67;176.57 Mio.;176569376.0;228.14 Mio.;228143008.0;5;SOLID;8;GOOD;Forward KGV im gesunden Bereich | Umsatzwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat;PEG Ratio hoch | Gewinnwachstum negativ;LOW RISK;YES;1;-;EMA50 dreht nach oben;6;TURNAROUND;über EMA20, über EMA50, über EMA200, 1M positiv, mögliche Trendwende, fundamental solide;SOFTWARE;Software - Application;HOCH;NMS;49688941.0;10.8;10.89;77.1;🔵 Überdurchschnittlich;12.04;20.45;28.18;0;⚪ Nicht geprüft;-;0;0;;;;;43.1;🟡 Beobachten
OKE;ONEOK, Inc.;USD;90.34 USD;90.34;88.84 USD;88.37 USD;86.59 USD;83.55 USD;1.69;2.23;4.54;2.38;1.66;6.8;18.42;54.37;94.12 USD;94.12;61.95;-4.01;45.82;1.85;0.715;NORMAL;0.8;4.66;4.74%;4.28 USD;03.08.2026;03.08.2026;27.10.2026;86.61 USD;56917164032.0;Large Cap;14.38;14.93;1.89;52.8%;0.53;14.2%;0.14;9.29%;0.09;143.07;899.88 Mio.;899875008.0;6.16 Mrd.;6157000192.0;6;SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Dividende vorhanden;-;LOW RISK;NO;5;EARLY SIGNAL;Leichte Vol.-Erhöhung in Seitwärtsphase | EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone;8;STRONG BUY;über EMA20, über EMA50, über EMA200, 1M positiv, Early: EARLY SIGNAL, fundamental solide;ENERGY;Oil & Gas Midstream;HOCH;NYQ;340792021.0;-8.48;2.44;13.8;🔴 Schwächster im Sektor;10.14;-0.73;1.19;1;🔵 Leicht positiv;hohe institutionelle Beteiligung | hohe Days-to-Cover (6.6) -> bei Rally schwer eindeckbar;0;0;;84.63;4.64;6.64;43.1;🟡 Beobachten
PCAR;PACCAR Inc.;USD;131.24 USD;131.24;130.58 USD;125.77 USD;122.11 USD;118.51 USD;0.51;4.35;-1.4;-0.62;5.35;12.99;7.39;54.18;138.21 USD;138.21;91.0;-5.04;44.22;1.91;0.985;LOW;0.66;-2.89;1.07%;1.4 USD;12.08.2026;13.05.2026;27.10.2026;123.25 USD;69080137728.0;Large Cap;18.4;27.63;1.32;0.5%;0.01;4.2%;0.04;9.0%;0.09;72.91;1.94 Mrd.;1943650048.0;4.34 Mrd.;4344699904.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;-;LOW RISK;NO;1;-;EMA50 dreht nach oben;7;STRONG BUY;über EMA20, über EMA50, über EMA200, 1M positiv, fundamental solide;INDUSTRIALS;Farm & Heavy Construction Machinery;HOCH;NMS;445959820.0;5.95;20.42;68.7;🔵 Überdurchschnittlich;-0.6;2.96;7.38;0;⚪ Nicht geprüft;-;0;0;;;;;43.1;🟡 Beobachten
